Date,Open,High,Low,Close,Adj Close,Volume
2019-10-07,7956.410156,8013.310059,7942.080078,7956.290039,7956.290039,1739450000
2019-10-08,7898.270020,7921.879883,7823.729980,7823.779785,7823.779785,1933580000
2019-10-09,7895.959961,7930.919922,7873.520020,7903.740234,7903.740234,1553900000
2019-10-10,7904.560059,7982.839844,7899.810059,7950.779785,7950.779785,1778740000
2019-10-11,8047.339844,8115.799805,8046.799805,8057.040039,8057.040039,2176080000
2019-10-14,8044.350098,8069.850098,8036.410156,8048.649902,8048.649902,1419730000
2019-10-15,8074.850098,8166.180176,8071.810059,8148.709961,8148.709961,1836650000
2019-10-16,8119.810059,8146.149902,8103.379883,8124.180176,8124.180176,1886720000
2019-10-17,8176.910156,8183.640137,8131.250000,8156.850098,8156.850098,1861570000
2019-10-18,8149.850098,8157.359863,8045.370117,8089.540039,8089.540039,2012930000
2019-10-21,8137.419922,8164.140137,8117.259766,8162.990234,8162.990234,1752860000
2019-10-22,8188.120117,8194.620117,8101.979980,8104.299805,8104.299805,1847200000
2019-10-23,8090.240234,8122.879883,8078.350098,8119.790039,8119.790039,1805030000
2019-10-24,8180.040039,8187.839844,8137.660156,8185.799805,8185.799805,1882490000
2019-10-25,8150.589844,8249.969727,8150.589844,8243.120117,8243.120117,1894740000
2019-10-28,8285.769531,8335.559570,8285.269531,8325.990234,8325.990234,1956280000
2019-10-29,8313.349609,8319.290039,8275.139648,8276.849609,8276.849609,1834530000
2019-10-30,8284.280273,8315.500000,8241.700195,8303.980469,8303.980469,1928420000
2019-10-31,8314.379883,8321.799805,8248.809570,8292.360352,8292.360352,2258270000
2019-11-01,8335.049805,8386.750000,8326.559570,8386.400391,8386.400391,2057310000
2019-11-04,8445.500000,8451.370117,8421.299805,8433.200195,8433.200195,2149910000
2019-11-05,8446.620117,8457.389648,8421.049805,8434.679688,8434.679688,2316710000
2019-11-06,8426.570313,8426.570313,8379.330078,8410.629883,8410.629883,2332650000
2019-11-07,8455.110352,8483.160156,8415.870117,8434.519531,8434.519531,2393950000
2019-11-08,8422.669922,8475.570313,8405.889648,8475.309570,8475.309570,1974190000
2019-11-11,8431.259766,8467.290039,8425.480469,8464.280273,8464.280273,1715470000
2019-11-12,8471.070313,8514.839844,8462.990234,8486.089844,8486.089844,1987820000
2019-11-13,8455.019531,8496.900391,8451.339844,8482.099609,8482.099609,2173320000
2019-11-14,8461.059570,8485.360352,8441.580078,8479.019531,8479.019531,2106550000
2019-11-15,8524.480469,8540.830078,8506.799805,8540.830078,8540.830078,2188210000
2019-11-18,8529.160156,8559.780273,8503.620117,8549.940430,8549.940430,2047240000
2019-11-19,8578.019531,8589.759766,8536.730469,8570.660156,8570.660156,2075000000
2019-11-20,8543.570313,8578.269531,8468.629883,8526.730469,8526.730469,2596030000
2019-11-21,8527.870117,8530.730469,8487.290039,8506.209961,8506.209961,2056230000
2019-11-22,8530.540039,8535.459961,8477.490234,8519.879883,8519.879883,1877090000
2019-11-25,8559.650391,8633.150391,8559.650391,8632.490234,8632.490234,2256070000
2019-11-26,8635.400391,8659.730469,8625.620117,8647.929688,8647.929688,2434570000
2019-11-27,8669.589844,8705.910156,8662.580078,8705.179688,8705.179688,1744580000
2019-11-29,8682.009766,8697.320313,8664.040039,8665.469727,8665.469727,1099090000
2019-12-02,8672.839844,8672.839844,8540.160156,8567.990234,8567.990234,2225940000
2019-12-03,8460.719727,8523.980469,8435.400391,8520.639648,8520.639648,2308600000
2019-12-04,8557.450195,8584.879883,8552.379883,8566.669922,8566.669922,2150680000
2019-12-05,8587.929688,8588.889648,8541.919922,8570.700195,8570.700195,2123380000
2019-12-06,8634.250000,8665.440430,8630.580078,8656.530273,8656.530273,2053530000
2019-12-09,8650.860352,8678.849609,8619.769531,8621.830078,8621.830078,2088520000
2019-12-10,8623.559570,8650.759766,8600.820313,8616.179688,8616.179688,2053390000
2019-12-11,8631.120117,8658.480469,8622.360352,8654.049805,8654.049805,1937850000
2019-12-12,8645.360352,8745.820313,8633.599609,8717.320313,8717.320313,2388270000
2019-12-13,8713.910156,8768.870117,8697.580078,8734.879883,8734.879883,2188720000
2019-12-16,8791.309570,8833.450195,8789.769531,8814.230469,8814.230469,2346290000
2019-12-17,8829.469727,8831.990234,8804.599609,8823.360352,8823.360352,2374120000
2019-12-18,8834.650391,8848.759766,8820.419922,8827.740234,8827.740234,2727870000
2019-12-19,8838.969727,8888.129883,8838.969727,8887.219727,8887.219727,2415950000
2019-12-20,8911.839844,8931.910156,8901.870117,8924.959961,8924.959961,3825460000
2019-12-23,8950.200195,8956.639648,8934.549805,8945.650391,8945.650391,2025450000
2019-12-24,8955.009766,8957.120117,8934.360352,8952.879883,8952.879883,1014520000
2019-12-26,8970.209961,9022.459961,8968.459961,9022.389648,9022.389648,1634920000
2019-12-27,9049.469727,9052.000000,8987.320313,9006.620117,9006.620117,1832200000
2019-12-30,9004.450195,9006.360352,8909.190430,8945.990234,8945.990234,2042420000
2019-12-31,8918.740234,8975.360352,8912.769531,8972.599609,8972.599609,2182800000
2020-01-02,9039.459961,9093.429688,9010.889648,9092.190430,9092.190430,2848370000
2020-01-03,8976.429688,9065.759766,8976.429688,9020.769531,9020.769531,2567400000
2020-01-06,8943.500000,9072.410156,8943.500000,9071.469727,9071.469727,2788120000
2020-01-07,9076.639648,9091.929688,9042.549805,9068.580078,9068.580078,2352850000
2020-01-08,9068.030273,9168.889648,9059.379883,9129.240234,9129.240234,2464090000
2020-01-09,9202.269531,9215.950195,9158.500000,9203.429688,9203.429688,2534700000
2020-01-10,9232.950195,9235.200195,9164.660156,9178.860352,9178.860352,2378990000
2020-01-13,9213.719727,9274.490234,9193.059570,9273.929688,9273.929688,2530270000
2020-01-14,9270.610352,9298.330078,9226.490234,9251.330078,9251.330078,2542170000
2020-01-15,9253.759766,9298.820313,9231.139648,9258.700195,9258.700195,2435650000
2020-01-16,9313.450195,9357.919922,9301.320313,9357.129883,9357.129883,2301400000
2020-01-17,9392.370117,9393.480469,9346.809570,9388.940430,9388.940430,2522670000
2020-01-21,9361.070313,9397.580078,9350.200195,9370.809570,9370.809570,2684540000
2020-01-22,9413.610352,9439.290039,9375.129883,9383.769531,9383.769531,2449390000
2020-01-23,9377.719727,9409.200195,9334.129883,9402.480469,9402.480469,2460050000
2020-01-24,9446.209961,9451.429688,9273.230469,9314.910156,9314.910156,2611710000
2020-01-27,9092.459961,9185.450195,9088.040039,9139.309570,9139.309570,2583330000
2020-01-28,9201.820313,9288.870117,9182.330078,9269.679688,9269.679688,2157830000
2020-01-29,9318.259766,9329.120117,9249.040039,9275.160156,9275.160156,2223480000
2020-01-30,9211.150391,9303.000000,9185.179688,9298.929688,9298.929688,2333500000
2020-01-31,9324.330078,9324.799805,9123.219727,9150.940430,9150.940430,2685840000
2020-02-03,9190.719727,9299.849609,9188.549805,9273.400391,9273.400391,2420510000
2020-02-04,9398.389648,9485.379883,9374.049805,9467.969727,9467.969727,2445420000
2020-02-05,9574.099609,9574.940430,9454.929688,9508.679688,9508.679688,2462470000
2020-02-06,9540.980469,9575.660156,9505.679688,9572.150391,9572.150391,2267300000
2020-02-07,9526.639648,9570.089844,9496.530273,9520.509766,9520.509766,2238670000
2020-02-10,9493.629883,9628.660156,9493.629883,9628.389648,9628.389648,2179310000
2020-02-11,9680.889648,9714.740234,9617.209961,9638.940430,9638.940430,2423670000
2020-02-12,9688.599609,9728.769531,9666.690430,9725.959961,9725.959961,2355000000
2020-02-13,9657.040039,9748.320313,9650.019531,9711.969727,9711.969727,2239270000
2020-02-14,9728.900391,9746.360352,9693.049805,9731.179688,9731.179688,2222240000
2020-02-18,9679.040039,9747.679688,9675.799805,9732.740234,9732.740234,2273460000
2020-02-19,9782.809570,9838.370117,9777.099609,9817.179688,9817.179688,2462530000
